Name	Type	Category	Power	Acc	PP	Effect
Shadow Sneak	Ghost	Physical	40	100%	20	The user extends its shadow and attacks the target from behind. This move always goes first.
Aqua Jet	Water	Physical	40	100%	20	The user lunges at the target at a speed that makes it almost invisible. This move always goes first.
Acid Spray	Poison	Special	40	100%	20	The user spits fluid that works to melt the target. This harshly lowers the target’s Sp. Def stat.
Echoed Voice	Normal	Special	40	100%	15	The user attacks the target with an echoing voice. If this move is used consecutively by any Pokémon, its power is boosted.
Dual Chop	Dragon	Physical	40	90%	15	The user attacks its target by hitting it with brutal strikes. The target is hit twice in a row.
Disarming Voice	Fairy	Special	40	—	15	Letting out a charming cry, the user does emotional damage to opposing Pokémon. This attack never misses.
Fairy Wind	Fairy	Special	40	100%	30	The user attacks by stirring up a fairy wind to strike the target.
Hold Back	Normal	Physical	40	100%	40	The user holds back when it attacks, and the target is left with at least 1 HP.
Power-Up Punch	Fighting	Physical	40	100%	20	Striking opponents over and over makes the user’s fists harder. Hitting a target raises the Attack stat.
Leafage	Grass	Physical	40	100%	40	The user attacks by pelting the target with leaves.
Accelerock	Rock	Physical	40	100%	20	The user smashes into the target at high speed. This move always goes first.
Branch Poke	Grass	Physical	40	100%	40	The user attacks the target by poking it with a sharply pointed branch.
Dual Wingbeat	Flying	Physical	40	90%	12	The user slams the target with its wings. The target is hit twice in a row.
Salt Cure	Rock	Physical	40	100%	15	The user salt cures the target, inflicting damage every turn. Steel and Water types are more strongly affected by this move.
Twin Beam	Psychic	Special	40	100%	10	The user shoots mystical beams from its eyes to inflict damage. The target is hit twice in a row.
Peck	Flying	Physical	35	100%	20	The target is jabbed with a sharply pointed beak or horn.
Fire Spin	Fire	Special	35	85%	16	The target becomes trapped within a fierce vortex of fire that rages for four to five turns.
Clamp	Water	Physical	35	85%	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Whirlpool	Water	Special	35	85%	16	The user traps the target in a violent swirling whirlpool for four to five turns.
Sand Tomb	Ground	Physical	35	85%	15	The user traps the target inside a harshly raging sandstorm that inflicts damage for four to five turns.
Double Hit	Normal	Physical	35	90%	12	The user slams the target with a long tail, vines, or a tentacle. The target is hit twice in a row.
Snap Trap	Grass	Physical	35	100%	15	The user snares the target in a snap trap for four to five turns.
Double Kick	Fighting	Physical	30	100%	20	The target is quickly kicked twice in succession using both feet.
Lick	Ghost	Physical	30	100%	20	The target is licked with a long tongue, causing damage. This may also leave the target with paralysis.
Smog	Poison	Special	30	70%	20	The target is attacked with a discharge of filthy gases. This may also poison the target.
Rollout	Rock	Physical	30	90%	20	The user continually rolls into the target over five turns. This attack becomes more powerful each time it hits.
Ice Ball	Ice	Physical	30	90%	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Astonish	Ghost	Physical	30	100%	15	The user attacks the target by crying out in a startling fashion. This may also make the target flinch.
Feint	Normal	Physical	30	100%	10	This attack can hit a target using a move such as Protect or Detect. This also lifts the effects of those moves.
Triple Dive	Water	Physical	30	95%	10	The user performs a perfectly timed triple dive, hitting the target with splashes of water three times in a row.
Mortal Spin	Poison	Physical	30	100%	15	The user performs a spin attack that can also eliminate the effects of such moves as Bind, Wrap, and Leech Seed. This also poisons opposing Pokémon.
Twineedle	Bug	Physical	25	100%	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Pin Missile	Bug	Physical	25	95%	20	Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row.
Bone Rush	Ground	Physical	25	90%	10	The user attacks by striking the target with a hard bone. This move hits two to five times in a row.
Bullet Seed	Grass	Physical	25	100%	20	The user forcefully shoots seeds at the target two to five times in a row.
Icicle Spear	Ice	Physical	25	100%	20	The user launches sharp icicles at the target two to five times in a row.
Rock Blast	Rock	Physical	25	90%	12	The user hurls hard rocks at the target. Two to five rocks are launched in a row.
Tail Slap	Normal	Physical	25	85%	12	The user attacks by striking the target with its hard tail. It hits the target two to five times in a row.
Scale Shot	Dragon	Physical	25	90%	20	The user attacks by shooting scales two to five times in a row. This move boosts the user's Speed stat but lowers its Defense stat.
Surging Strikes	Water	Physical	25	100%	5	The user, having mastered the Water style, strikes the target with a flowing motion three times in a row. This move always lands a critical hit.
Absorb	Grass	Special	20	100%	25	A nutrient-draining attack. The user's HP is restored by up to half the damage taken by the target.
Rage	Normal	Physical	20	100%	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Spike Cannon	Normal	Physical	20	100%	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Mud-Slap	Ground	Special	20	100%	12	The user hurls mud in the target’s face to inflict damage and lower its accuracy.
Stored Power	Psychic	Special	20	100%	12	The user attacks the target with stored power. The more the user’s stats are raised, the greater the move’s power.
Nuzzle	Electric	Physical	20	100%	20	The user attacks by nuzzling its electrified cheeks against the target. This also leaves the target with paralysis.
Infestation	Bug	Special	20	100%	20	The target is infested and attacked for four to five turns. The target can't flee during this time.
Power Trip	Dark	Physical	20	100%	10	The user boasts its strength and attacks the target. The more the user's stats are boosted, the greater the move's power.
Triple Axel	Ice	Physical	20	90%	12	A consecutive three-kick attack that becomes more powerful with each successful hit.
Population Bomb	Normal	Physical	20	90%	10	The user’s fellows gather in droves to perform a combo attack that hits the target one to ten times in a row.
Comet Punch	Normal	Physical	18	85%	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Fury Swipes	Normal	Physical	18	80%	15	The user attacks by raking the target with claws, scythes, or the like. This move hits two to five times in a row.
Double Slap	Normal	Physical	15	85%	10	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Bind	Normal	Physical	15	85%	20	A long body, tentacles, or the like are used to bind and squeeze the target for four to five turns.
Fury Attack	Normal	Physical	15	85%	20	The target is jabbed repeatedly with a horn or beak two to five times in a row.
Wrap	Normal	Physical	15	90%	20	A long body, vines, or the like are used to wrap and squeeze the target for four to five turns.
Poison Sting	Poison	Physical	15	100%	20	The user stabs the target with a poisonous stinger. This may also poison the target.
Barrage	Normal	Physical	15	85%	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Arm Thrust	Fighting	Physical	15	100%	20	The user attacks the target with open-palmed arm thrusts. This move hits two to five times in a row.
Water Shuriken	Water	Special	15	100%	20	The user hits the target with throwing stars two to five times in a row. This move always goes first.
Constrict	Normal	Physical	10	100%	35	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Triple Kick	Fighting	Physical	10	90%	10	A consecutive three-kick attack that becomes more powerful with each successful hit.
Max Flutterby	Bug	Physical	10	—	10	This is a Bug-type attack Dynamax Pokémon use. This lowers the target’s Sp. Atk stat.
Max Lightning	Electric	Physical	10	—	10	This is an Electric-type attack Dynamax Pokémon use. The user turns the ground into Electric Terrain for five turns.
Max Strike	Normal	Physical	10	—	10	This is a Normal-type attack Dynamax Pokémon use. This lowers the target’s Speed stat.
Max Knuckle	Fighting	Physical	10	—	10	This is a Fighting-type attack Dynamax Pokémon use. This raises ally Pokémon’s Attack stats.
Max Phantasm	Ghost	Physical	10	—	10	This is a Ghost-type attack Dynamax Pokémon use. This lowers the target’s Defense stat.
Max Hailstorm	Ice	Physical	10	—	10	This is an Ice-type attack Dynamax Pokémon use. The user summons a hailstorm lasting five turns.
Max Ooze	Poison	Physical	10	—	10	This is a Poison-type attack Dynamax Pokémon use. This raises ally Pokémon’s Sp. Atk stats.
Max Geyser	Water	Physical	10	—	10	This is a Water-type attack Dynamax Pokémon use. The user summons a heavy rain that falls for five turns.
Max Airstream	Flying	Physical	10	—	10	This is a Flying-type attack Dynamax Pokémon use. This raises ally Pokémon’s Speed stats.
Max Starfall	Fairy	Physical	10	—	10	This is a Fairy-type attack Dynamax Pokémon use. The user turns the ground into Misty Terrain for five turns.
Max Wyrmwind	Dragon	Physical	10	—	10	This is a Dragon-type attack Dynamax Pokémon use. This lowers the target’s Attack stat.
Max Mindstorm	Psychic	Physical	10	—	10	This is a Psychic-type attack Dynamax Pokémon use. The user turns the ground into Psychic Terrain for five turns.
Max Rockfall	Rock	Physical	10	—	10	This is a Rock-type attack Dynamax Pokémon use. The user summons a sandstorm lasting five turns.
Max Quake	Ground	Physical	10	—	10	This is a Ground-type attack Dynamax Pokémon use. This raises ally Pokémon’s Sp. Def stats.
Max Darkness	Dark	Physical	10	—	10	This is a Dark-type attack Dynamax Pokémon use. This lowers the target’s Sp. Def stat.
Max Overgrowth	Grass	Physical	10	—	10	This is a Grass-type attack Dynamax Pokémon use. The user turns the ground into Grassy Terrain for five turns.
Max Steelspike	Steel	Physical	10	—	10	This is a Steel-type attack Dynamax Pokémon use. This raises ally Pokémon’s Defense stats.
Ruination	Dark	Special	1	90%	10	The user summons a ruinous disaster. This cuts the target’s HP in half.
Comeuppance	Dark	Physical	1	100%	10	The user retaliates with much greater force against the opponent that last inflicted damage on it.
Power Shift	Normal	Status	0	—	10	The user swaps its Attack and Defense stats.
Victory Dance	Fighting	Status	0	—	10	The user performs an intense dance to usher in victory, boosting its Attack, Defense, and Speed stats.
Shelter	Steel	Status	0	—	10	The user makes its skin as hard as an iron shield, sharply boosting its Defense stat.
Lunar Blessing	Psychic	Status	0	—	5	The user receives a blessing from the crescent moon, restoring HP and curing status conditions for itself and its ally Pokémon currently in the battle.
Take Heart	Psychic	Status	0	—	10	The user lifts its spirits, curing its own status conditions and boosting its Sp. Atk and Sp. Def stats.
Silk Trap	Bug	Status	0	—	10	The user spins a silken trap, protecting itself from damage while lowering the Speed stat of any attacker that makes direct contact.
Spicy Extract	Grass	Status	0	—	15	The user emits an incredibly spicy extract, sharply boosting the target's Attack stat and harshly lowering the target's Defense stat.
Revival Blessing	Normal	Status	0	—	1	The user bestows a loving blessing, reviving a party Pokémon that has fainted and restoring half that Pokémon's max HP.
Doodle	Normal	Status	0	100%	10	The user captures the very essence of the target in a sketch. This changes the Abilities of the user and its ally Pokémon to that of the target.
Fillet Away	Normal	Status	0	—	10	The user sharply boosts its Attack, Sp. Atk, and Speed stats by using its own HP.
Shed Tail	Normal	Status	0	—	10	The user creates a substitute for itself using its own HP before switching places with a party Pokémon in waiting.
Chilly Reception	Ice	Status	0	—	10	The user tells a chillingly bad joke before switching places with a party Pokémon in waiting. This summons a snowstorm lasting five turns.
Tidy Up	Normal	Status	0	—	10	The user tidies up and removes the effects of Spikes, Stealth Rock, Sticky Web, Toxic Spikes, and Substitute. This also boosts the user’s Attack and Speed stats.
Snowscape	Ice	Status	0	—	10	The user summons a snowstorm lasting five turns. This boosts the Defense stats of Ice types.
Burning Bulwark	Fire	Status	0	0%	10	The user's intensely hot fur protects it from attacks and also burns any attacker that makes direct contact with it.
Hard Press	Steel	Physical	0	100%	10	The target is crushed with an arm, a claw, or the like to inflict damage. The more HP the target has left, the greater the move's power.
Dragon Cheer	Dragon	Status	0	0%	15	The user raises its allies’ morale with a draconic cry so that their future attacks have a heightened chance of landing critical hits. This rouses Dragon types more.
Guillotine	Normal	Physical	—	30%	5	A vicious tearing attack with big pincers. The target faints instantly if this attack hits.
Swords Dance	Normal	Status	—	—	20	A frenetic dance to uplift the fighting spirit. This sharply raises the user’s Attack stat.
Whirlwind	Normal	Status	—	—	20	The target is blown away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.
Sand Attack	Ground	Status	—	100%	16	Sand is hurled in the target’s face, reducing the target’s accuracy.
Horn Drill	Normal	Physical	—	30%	5	The user stabs the target with a horn that rotates like a drill. The target faints instantly if this attack hits.
Tail Whip	Normal	Status	—	100%	20	The user wags its tail cutely, making opposing Pokémon less wary and lowering their Defense stats.
Leer	Normal	Status	—	100%	20	The user gives opposing Pokémon an intimidating leer that lowers the Defense stat.
Growl	Normal	Status	—	100%	20	The user growls in an endearing way, making opposing Pokémon less wary. This lowers their Attack stats.
Roar	Normal	Status	—	—	20	The target is scared off, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.
Sing	Normal	Status	—	55%	16	A soothing lullaby is sung in a calming voice that puts the target into a deep slumber.
Supersonic	Normal	Status	—	55%	20	The user generates odd sound waves from its body that confuse the target.
Sonic Boom	Normal	Special	—	90%	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Disable	Normal	Status	—	100%	20	For four turns, this move prevents the target from using the move it last used.
Mist	Ice	Status	—	—	30	The user cloaks itself and its allies in a white mist that prevents any of their stats from being lowered for five turns.
Low Kick	Fighting	Physical	—	100%	20	A powerful low kick that makes the target fall over. The heavier the target, the greater the move’s power.
Counter	Fighting	Physical	—	100%	20	A retaliatory attack that counters any physical move, inflicting double the damage taken.
Seismic Toss	Fighting	Physical	—	100%	20	The target is thrown using the power of gravity. It inflicts damage equal to the user’s level.
Leech Seed	Grass	Status	—	90%	12	A seed is planted on the target. It steals some HP from the target every turn.
Growth	Normal	Status	—	—	20	The user’s body grows all at once, raising the Attack and Sp. Atk stats.
Poison Powder	Poison	Status	—	75%	20	The user scatters a cloud of poisonous dust that poisons the target.
Stun Spore	Grass	Status	—	75%	20	The user scatters a cloud of numbing powder that paralyzes the target.
Sleep Powder	Grass	Status	—	75%	16	The user scatters a big cloud of sleep-inducing dust around the target.
String Shot	Bug	Status	—	95%	40	The user blows silk from its mouth that binds opposing Pokémon and harshly lowers their Speed stats.
Dragon Rage	Dragon	Special	—	100%	10	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Thunder Wave	Electric	Status	—	90%	20	The user launches a weak jolt of electricity that paralyzes the target.
Fissure	Ground	Physical	—	30%	5	The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.
Toxic	Poison	Status	—	90%	12	A move that leaves the target badly poisoned. Its poison damage worsens every turn.
Hypnosis	Psychic	Status	—	60%	20	The user employs hypnotic suggestion to make the target fall into a deep sleep.
Meditate	Psychic	Status	—	—	40	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Agility	Psychic	Status	—	—	20	The user relaxes and lightens its body to move faster. This sharply raises the Speed stat.
Teleport	Psychic	Status	—	—	20	The user switches places with a party Pokémon in waiting, if any. If a wild Pokémon uses this move, it flees.
Night Shade	Ghost	Special	—	100%	16	The user makes the target see a frightening mirage. It inflicts damage equal to the user’s level.
Mimic	Normal	Status	—	—	10	The user copies the move last used by the target. The copied move can be used until the user of Mimic leaves the battle.
Screech	Normal	Status	—	85%	20	An earsplitting screech harshly lowers the target’s Defense stat.
Double Team	Normal	Status	—	—	16	By moving rapidly, the user makes illusory copies of itself to raise its evasiveness.
Recover	Normal	Status	—	—	8	Restoring its own cells, the user restores its own HP by half of its max HP.
Harden	Normal	Status	—	—	20	The user stiffens all the muscles in its body to raise its Defense stat.
Minimize	Normal	Status	—	—	12	The user compresses its body to make itself look smaller, which sharply raises its evasiveness.
Smokescreen	Normal	Status	—	100%	20	The user releases an obscuring cloud of smoke or ink. This lowers the target’s accuracy.
Confuse Ray	Ghost	Status	—	100%	12	The target is exposed to a sinister ray that triggers confusion.
Withdraw	Water	Status	—	—	20	The user withdraws its body into its hard shell, raising its Defense stat.
Defense Curl	Normal	Status	—	—	40	The user curls up and boosts its Defense stat.
Barrier	Psychic	Status	—	—	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Light Screen	Psychic	Status	—	—	20	A wondrous wall of light is put up to reduce damage from special attacks for five turns.
Haze	Ice	Status	—	—	30	The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.
Reflect	Psychic	Status	—	—	20	A wondrous wall of light is put up to reduce damage from physical attacks for five turns.
Focus Energy	Normal	Status	—	—	20	The user takes a deep breath and focuses so that critical hits land more easily.
Bide	Normal	Physical	—	—	10	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Metronome	Normal	Status	—	—	10	The user waggles a finger and stimulates its brain into randomly using nearly any move.
Mirror Move	Flying	Status	—	—	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Amnesia	Psychic	Status	—	—	20	The user temporarily empties its mind to forget its concerns. This sharply raises the user’s Sp. Def stat.
Kinesis	Psychic	Status	—	80%	15	The user distracts the target by bending a spoon. This lowers the target’s accuracy.
Soft-Boiled	Normal	Status	—	—	8	The user restores its own HP by up to half of its max HP.
Glare	Normal	Status	—	100%	30	The user intimidates the target with the pattern on its belly to cause paralysis.
Poison Gas	Poison	Status	—	90%	20	A cloud of poison gas is sprayed in the face of opposing Pokémon, poisoning those it hits.
Lovely Kiss	Normal	Status	—	75%	10	With a scary face, the user tries to force a kiss on the target. If it succeeds, the target falls asleep.
Transform	Normal	Status	—	—	10	The user transforms into a copy of the target, right down to having the same move set.
Spore	Grass	Status	—	100%	15	The user scatters bursts of spores that induce sleep.
Flash	Normal	Status	—	100%	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Psywave	Psychic	Special	—	100%	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Splash	Normal	Status	—	—	40	The user just flops and splashes around to no effect at all...
Acid Armor	Poison	Status	—	—	20	The user alters its cellular structure to liquefy itself, sharply raising its Defense stat.
Rest	Psychic	Status	—	—	8	The user goes to sleep for two turns. This fully restores the user’s HP and heals any status conditions.
Sharpen	Normal	Status	—	—	30	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Conversion	Normal	Status	—	—	30	The user changes its type to become the same type as the move at the top of the list of moves it knows.
Super Fang	Normal	Physical	—	90%	12	The user chomps hard on the target with its sharp front fangs. This cuts the target’s HP in half.
Substitute	Normal	Status	—	—	12	The user creates a substitute for itself using some of its HP. The substitute serves as the user’s decoy.
Sketch	Normal	Status	—	—	1	This move enables the user to permanently learn the move last used by the target. Once used, Sketch disappears.
Spider Web	Bug	Status	—	—	10	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Mind Reader	Normal	Status	—	—	5	The user senses the target’s movements with its mind to ensure its next attack does not miss the target.
Nightmare	Ghost	Status	—	100%	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Curse	Ghost	Status	—	—	12	A move that works differently for the Ghost type than for all other types.
Flail	Normal	Physical	—	100%	15	The user flails about aimlessly to attack. The less HP the user has, the greater the move's power.
Conversion 2	Normal	Status	—	—	30	The user changes its type to make itself resistant to the type of the move the target used last.
Cotton Spore	Grass	Status	—	100%	40	The user releases cotton-like spores that cling to opposing Pokémon. This harshly lowers their Speed stats.
Reversal	Fighting	Physical	—	100%	15	An all-out attack that becomes more powerful the less HP the user has.
Spite	Ghost	Status	—	100%	12	The user unleashes its grudge on the move last used by the target by cutting 4 PP from it.
Protect	Normal	Status	—	—	12	This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.
Scary Face	Normal	Status	—	100%	12	The user frightens the target with a scary face to harshly lower its Speed stat.
Sweet Kiss	Fairy	Status	—	75%	12	The user kisses the target with a sweet, angelic cuteness that causes confusion.
Belly Drum	Normal	Status	—	—	10	The user maximizes its Attack stat but loses HP equal to half its max HP.
Spikes	Ground	Status	—	—	20	The user lays a trap of spikes at the opposing team’s feet. The trap hurts Pokémon that switch into battle.
Foresight	Normal	Status	—	—	40	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Destiny Bond	Ghost	Status	—	—	5	If the user is knocked out after using this move, the Pokémon that knocked it out will also faint. This move's chance of failing rises if it is used in succession.
Perish Song	Normal	Status	—	—	5	Any Pokémon that hears this song faints in three turns, unless it switches out of battle.
Detect	Fighting	Status	—	—	5	This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.
Lock-On	Normal	Status	—	—	5	The user takes sure aim at the target. This ensures the user's next move does not miss that target.
Sandstorm	Rock	Status	—	—	12	A five-turn sandstorm is summoned to hurt all combatants except Rock, Ground, and Steel types. It raises the Sp. Def stat of Rock types.
Endure	Normal	Status	—	—	10	The user endures any attack with at least 1 HP. This move's chance of failing rises if used in succession.
Charm	Fairy	Status	—	100%	20	The user gazes at the target rather charmingly, making it less wary. This harshly lowers the target’s Attack stat.
Swagger	Normal	Status	—	85%	16	The user enrages and confuses the target. However, this also sharply raises the target’s Attack stat.
Milk Drink	Normal	Status	—	—	5	The user restores its own HP by up to half its max HP.
Mean Look	Normal	Status	—	—	5	The user pins the target with a dark, arresting look. The target becomes unable to flee.
Attract	Normal	Status	—	100%	15	If the target is of the opposite gender to the user, it becomes infatuated with the user and will sometimes be unable to use its moves.
Sleep Talk	Normal	Status	—	—	12	While it is asleep, the user randomly uses one of the moves it knows.
Heal Bell	Normal	Status	—	—	8	The user makes a soothing bell chime to heal the status conditions of all the party Pokémon.
Return	Normal	Physical	—	100%	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Present	Normal	Physical	—	90%	15	The user attacks by giving the target a gift with a hidden trap. The gift restores HP sometimes, however.
Frustration	Normal	Physical	—	100%	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Safeguard	Normal	Status	—	—	20	The user creates a protective field that prevents status conditions for five turns.
Pain Split	Normal	Status	—	—	20	The user adds its HP to the target’s HP, then equally shares the combined HP with the target.
Magnitude	Ground	Physical	—	100%	30	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Baton Pass	Normal	Status	—	—	40	The user switches places with a party Pokémon in waiting and passes along any stat changes.
Encore	Normal	Status	—	100%	8	The user compels the target to keep using the move it encored for three turns.
Sweet Scent	Normal	Status	—	100%	20	A sweet scent that harshly lowers opposing Pokémon’s evasiveness.
Morning Sun	Normal	Status	—	—	8	The user restores its own HP. The amount of HP regained varies with the weather.
Synthesis	Grass	Status	—	—	8	The user restores its own HP. The amount of HP regained varies with the weather.
Moonlight	Fairy	Status	—	—	8	The user restores its own HP. The amount of HP regained varies with the weather.
Rain Dance	Water	Status	—	—	8	The user summons a heavy rain that falls for five turns, powering up Water-type moves. It lowers the power of Fire-type moves.
Sunny Day	Fire	Status	—	—	8	The user intensifies the sun for five turns, powering up Fire-type moves. It lowers the power of Water-type moves.
Mirror Coat	Psychic	Special	—	100%	20	A retaliatory attack that counters any special move, inflicting double the damage taken.
Psych Up	Normal	Status	—	—	10	The user hypnotizes itself into copying any stat change made by the target.
Beat Up	Dark	Physical	—	100%	10	The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks.
Stockpile	Normal	Status	—	—	20	The user charges up power and raises both its Defense and Sp. Def stats. The move can be used three times.
Spit Up	Normal	Special	—	100%	10	The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the move's power.
Swallow	Normal	Status	—	—	12	The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP.
Hail	Ice	Status	—	—	12	The user summons a hailstorm lasting five turns. It damages all Pokémon except Ice types.
Torment	Dark	Status	—	100%	16	The user torments and enrages the target, making it incapable of using the same move twice in a row.
Flatter	Dark	Status	—	100%	15	Flattery is used to confuse the target. However, this also boosts the target's Sp. Atk stat.
Will-O-Wisp	Fire	Status	—	85%	16	The user shoots a sinister flame at the target to inflict a burn.
Memento	Dark	Status	—	100%	10	The user faints. In return, the target's Attack and Sp. Atk stats are harshly lowered.
Follow Me	Normal	Status	—	—	20	The user draws attention to itself, making all targets take aim only at the user.
Nature Power	Normal	Status	—	—	20	This attack makes use of nature’s power. Its effects vary depending on the user’s environment.
Charge	Electric	Status	—	—	20	The user boosts the power of the Electric move it uses on the next turn. This also raises the user’s Sp. Def stat.
Taunt	Dark	Status	—	100%	20	The target is taunted into a rage that allows it to use only attack moves for three turns.
Helping Hand	Normal	Status	—	—	20	The user assists an ally by boosting the power of that ally’s attack.
Trick	Psychic	Status	—	100%	12	The user catches the target off guard and swaps its held item with its own.
Role Play	Psychic	Status	—	—	10	The user mimics the target completely, copying the target's Ability.
Wish	Normal	Status	—	—	12	One turn after this move is used, the user’s or its replacement’s HP is restored by half the user’s max HP.
Assist	Normal	Status	—	—	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Ingrain	Grass	Status	—	—	20	The user lays roots that restore its own HP every turn. Because the user is now rooted, it can't switch out.
Magic Coat	Psychic	Status	—	—	16	Moves like Leech Seed and moves that inflict status conditions are blocked by a barrier and reflected back to the user of those moves.
Recycle	Normal	Status	—	—	10	The user recycles a held item that has been used in battle so it can be used again.
Yawn	Normal	Status	—	—	12	The user lets loose a huge yawn that lulls the target into falling asleep on the next turn.
Endeavor	Normal	Physical	—	100%	5	The user inflicts damage by cutting down the target's HP to roughly equal the user's HP.
Skill Swap	Psychic	Status	—	—	10	The user employs its psychic power to exchange Abilities with the target.
Imprison	Psychic	Status	—	—	12	If opposing Pokémon know any move also known by the user, they are prevented from using it.
Refresh	Normal	Status	—	—	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Grudge	Ghost	Status	—	—	5	If the user faints, the user’s grudge fully depletes the PP of the opponent’s move that knocked it out.
Snatch	Dark	Status	—	—	10	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Camouflage	Normal	Status	—	—	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Tail Glow	Bug	Status	—	—	20	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Feather Dance	Flying	Status	—	100%	16	The user covers the target’s body with a mass of down that harshly lowers its Attack stat.
Teeter Dance	Normal	Status	—	100%	20	The user performs a wobbly dance that confuses every Pokémon around it.
Mud Sport	Ground	Status	—	—	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Slack Off	Normal	Status	—	—	12	The user slacks off, restoring its own HP by up to half of its max HP.
Aromatherapy	Grass	Status	—	—	5	This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.
Fake Tears	Dark	Status	—	100%	20	The user feigns crying to fluster the target, harshly lowering its Sp. Def stat.
Odor Sleuth	Normal	Status	—	—	40	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Metal Sound	Steel	Status	—	85%	40	A horrible sound like scraping metal harshly lowers the target's Sp. Def stat.
Grass Whistle	Grass	Status	—	55%	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Tickle	Normal	Status	—	100%	20	The user tickles the target into laughing, reducing its Attack and Defense stats.
Cosmic Power	Psychic	Status	—	—	20	The user absorbs a mystical power from space to boost its Defense and Sp. Def stats.
Sheer Cold	Ice	Special	—	30%	5	The target faints instantly. This move is less likely to hit the target if used by Pokémon other than Ice types.
Iron Defense	Steel	Status	—	—	16	The user hardens its body’s surface like iron, sharply raising its Defense stat.
Block	Normal	Status	—	—	5	The user blocks the target's way with arms spread wide to prevent the target from fleeing.
Howl	Normal	Status	—	—	20	The user howls loudly to raise the spirit of itself and allies. This raises their Attack stats.
Bulk Up	Fighting	Status	—	—	20	The user tenses its muscles to bulk up its body, raising both its Attack and Defense stats.
Water Sport	Water	Status	—	—	15	This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.
Calm Mind	Psychic	Status	—	—	20	The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.
Dragon Dance	Dragon	Status	—	—	20	The user vigorously performs a mystic, powerful dance that raises its Attack and Speed stats.
Roost	Flying	Status	—	—	12	The user lands and rests its body. This move restores the user’s HP by up to half of its max HP.
Gravity	Psychic	Status	—	—	5	Enables Flying types or Pokémon with the Levitate Ability to be hit by Ground-type moves for five turns. Moves that involve flying can't be used.
